id,text,clean_text,will_labels,ty_labels,will_binary_label,ty_binary_label
1133,Oil workers defy French govt demand to open depots:,Oil workers defy French govt demand to open depots:,['0'],['0'],0,0
990,"As a RC myself, it is not yet clear to me if the Vatican takes that view, or restricts the sin to the actual sexual intercourse between consenting adults of the same gender. Officially, they say thelatter is true. However, this would clearly contradict Matthew 5:27-28 :","As a RC myself, it is not yet clear to me if the Vatican takes that view, or restricts the sin to the actual sexual intercourse between consenting adults of the same gender. Officially, they say thelatter is true. However, this would clearly contradict Matthew 5:27-28 :",['0'],['0'],0,0
983,This measurement is the thickest ice recorded for a late March/early April date since detailed record keeping began in 1964.??,"This measurement is the thickest ice recorded for a late March/early April date since detailed record keeping began in 1964.""",['1.1'],['1.1'],2,2
1120,"Although the Antarctic has a lot of missing data for 1938, (hence the grey), the temperature changes in the Arctic are quite clear, with most of the region about a degree colder in 1980 compared to 1938. So lets combine the two periods.","Although the Antarctic has a lot of missing data for 1938, (hence the grey), the temperature changes in the Arctic are quite clear, with most of the region about a degree colder in 1980 compared to 1938. So lets combine the two periods.","['1.1.3', '1.4']",['1.4'],2,2
942,"How is that possible? My ex-wife and I buy ten thousand pounds of coal every fall for the Kyrgyz family with whom we lived while we served in the Peace Corps. Burning a ton of coal emits about 3 tons of carbon into the atmosphere, so we are responsible for 30 tons of green greenhouse gases! For environmentalists in rich countries, that's a cause for alarm. For the Kamchibekova clan in Talas, Kyrgyzstan, it's a reason to cheer.","How is that possible? My ex-wife and I buy ten thousand pounds of coal every fall for the Kyrgyz family with whom we lived while we served in the Peace Corps. Burning a ton of coal emits about 3 tons of carbon into the atmosphere, so we are responsible for 30 tons of green greenhouse gases! For environmentalists in rich countries, that's a cause for alarm. For the Kamchibekova clan in Talas, Kyrgyzstan, it's a reason to cheer.",['0'],['0'],0,0
464,"The Ministry of Ecology and Environment improved the institutional framework of China’s long-suspended voluntary carbon market by releasing several top-level documents and establishing registration and trading institutions. Besides, China also made progress in developing carbon certification and footprint systems.","The Ministry of Ecology and Environment improved the institutional framework of China’s long-suspended voluntary carbon market by releasing several top-level documents and establishing registration and trading institutions. Besides, China also made progress in developing carbon certification and footprint systems.",['0'],['0'],0,0
1490,He also failed to mention that the U.S. has made no such pledges as regards the 1992 ?Kyoto Treaty? which was resoundingly rejected by the U.S. Senate when then Vice President Al Gore brought it back from the U.N. conference.,He also failed to mention that the U.S. has made no such pledges as regards the 1992 ?Kyoto Treaty? which was resoundingly rejected by the U.S. Senate when then Vice President Al Gore brought it back from the U.N. conference.,['0'],['0'],0,0
445,"Under Kyoto, 37 nations and the European Union agreed to cut greenhouse gases by a total 5.2 percent by 2012. Those countries are on target to meet their obligations, but some of them have balked about accepting more mandatory cuts after 2012.","Under Kyoto, 37 nations and the European Union agreed to cut greenhouse gases by a total 5.2 percent by 2012. Those countries are on target to meet their obligations, but some of them have balked about accepting more mandatory cuts after 2012.",['0'],['0'],0,0
1941,"Monash News, sport and weather | Monash Weekly","Monash News, sport and weather | Monash Weekly",['0'],['0'],0,0
805,CPUC First Relies on Clean Resources to Replace SONGS,CPUC First Relies on Clean Resources to Replace SONGS,['0'],['0'],0,0
910,Creative inventors are always needed with an unending plethora of possibilities so long as we have gifted critically thinking people. Present status quo is unsustainable and inferior to better ways to come!,Creative inventors are always needed with an unending plethora of possibilities so long as we have gifted critically thinking people. Present status quo is unsustainable and inferior to better ways to come!,['0'],['0'],0,0
